CreditScore,Geography,Age,Balance,NumOfProducts,IsActiveMember,Exited
531,France,63,114715.71,1,1,Yes
742,Germany,36,129748.54,2,0,Yes
717,France,31,129722.57,1,0,No
589,France,32,0.0,2,1,No
767,France,36,139180.2,1,0,No
636,Germany,49,113599.74,2,0,Yes
648,France,33,134944.0,1,1,No
622,Germany,58,116922.25,1,0,Yes
692,Spain,28,118945.09,1,0,Yes
754,France,28,0.0,2,1,No
679,Spain,35,119182.73,1,0,No
639,France,27,0.0,2,0,No
774,France,28,71264.02,2,1,No
517,France,41,0.0,2,1,No
571,France,35,0.0,2,0,No
747,Germany,58,116313.57,1,1,Yes
792,Spain,36,92140.15,1,1,No
688,France,26,0.0,2,1,No
714,Germany,42,177640.09,1,1,No
562,Spain,35,0.0,2,0,No
704,Spain,48,167997.6,1,1,No
698,France,36,82275.35,2,1,No
611,France,49,0.0,2,1,No
850,Germany,48,111962.99,1,0,No
743,Germany,34,131736.88,1,1,No
654,France,29,0.0,1,0,No
761,Germany,36,108239.11,2,0,No
702,France,46,98444.19,1,1,No
488,Germany,32,114540.38,1,0,No
683,France,35,187530.66,2,1,No
601,Germany,42,133636.16,1,1,No
605,France,52,0.0,2,1,No
671,Germany,44,84745.03,2,1,No
614,Germany,31,120599.38,2,1,No
511,Spain,29,0.0,2,1,No
850,France,39,127771.35,2,1,No
790,Spain,46,0.0,1,0,Yes
793,France,33,0.0,1,0,No
628,France,69,0.0,2,1,No
598,Germany,53,167772.96,1,1,No
657,France,37,95845.6,1,0,No
618,France,35,0.0,2,0,No
681,Spain,65,134714.7,2,1,No
516,Spain,33,0.0,2,1,No
421,Germany,28,122384.22,3,1,Yes
700,France,26,0.0,2,0,No
745,France,25,157993.15,2,0,No
696,France,29,0.0,2,0,No
580,Germany,42,123331.36,1,0,Yes
497,Spain,27,75263.16,1,1,No
720,France,43,137824.03,2,0,No
659,Germany,36,132578.92,2,0,No
841,France,36,156021.31,1,0,No
642,Spain,34,0.0,1,0,No
732,Spain,69,137453.43,1,1,Yes
600,Spain,36,0.0,2,0,No
464,Germany,33,164284.72,2,1,No
680,France,47,0.0,2,1,No
758,Spain,56,0.0,2,1,No
630,Germany,31,112373.49,2,1,No
577,France,39,0.0,2,0,No
684,France,34,0.0,2,1,No
708,Spain,41,0.0,1,1,No
732,Germany,29,154333.82,1,1,No
634,Germany,37,111432.77,2,1,No
633,France,30,0.0,2,0,No
559,France,34,137390.11,2,0,No
694,Spain,37,0.0,2,1,No
686,Germany,56,111642.08,1,1,No
553,Spain,48,0.0,1,1,Yes
507,France,36,83543.37,1,0,No
732,Germany,50,145338.76,1,0,Yes
818,France,31,186796.37,1,0,No
660,Germany,35,58641.43,1,1,No
773,Spain,41,0.0,1,0,Yes
640,France,44,137148.68,1,0,No
505,France,49,80001.23,1,0,No
714,Germany,21,86402.52,2,0,No
468,France,42,0.0,2,0,No
611,Spain,51,122874.74,1,1,No
705,France,25,97544.29,1,1,No
646,Germany,46,170826.55,2,0,No
667,Germany,48,97133.92,2,0,Yes
511,Germany,41,153895.65,1,1,No
653,France,43,0.0,2,1,No
675,France,57,0.0,2,1,No
523,Spain,32,0.0,2,0,No
567,Germany,49,134956.02,1,0,Yes
741,Spain,39,143637.58,2,1,No
456,Spain,32,147506.25,1,1,No
598,France,64,0.0,2,0,Yes
667,France,43,190227.46,1,0,Yes
548,France,32,172448.77,1,0,Yes
725,France,41,113980.21,1,1,No
717,France,53,0.0,2,1,No
594,France,38,0.0,2,0,No
678,Germany,25,76968.12,2,1,No
545,France,38,88293.13,2,1,No
636,France,48,170833.46,1,0,Yes
603,Germany,44,108122.39,2,0,Yes
435,France,36,0.0,1,1,No
535,France,40,0.0,1,1,No
629,Germany,45,129818.39,3,0,Yes
722,France,35,163943.89,2,1,No
561,France,28,0.0,2,0,No
645,France,38,101430.3,2,1,No
501,France,39,117301.66,1,0,No
502,Germany,32,173340.83,1,1,No
652,Spain,42,0.0,2,1,No
574,France,33,134348.57,1,0,No
518,France,45,105525.65,2,1,No
749,France,60,0.0,1,0,Yes
679,France,43,0.0,3,0,Yes
565,France,36,106192.1,1,0,No
643,France,45,45144.43,1,0,Yes
515,France,65,92113.61,1,1,No
521,France,25,0.0,2,1,No
739,Spain,38,128366.44,1,0,No
585,France,42,0.0,2,1,No
733,Germany,74,106545.53,1,1,No
542,France,43,145618.37,1,1,No
788,Spain,37,141541.25,1,0,No
435,Germany,32,57017.06,2,1,No
577,France,42,0.0,1,0,No
703,France,51,0.0,3,1,Yes
728,Germany,35,125884.95,2,0,Yes
728,Germany,32,61825.5,1,1,No
718,France,35,0.0,2,0,No
621,France,40,0.0,1,0,No
523,France,40,102967.41,1,0,Yes
657,Germany,25,171770.55,1,0,No
727,Germany,40,93051.64,2,0,Yes
643,France,36,161064.64,2,1,No
645,France,48,90612.34,1,1,No
568,France,28,145105.64,2,0,No
599,France,58,0.0,1,0,Yes
672,France,45,0.0,1,1,Yes
685,France,33,174912.72,1,1,No
516,France,46,104947.72,1,0,Yes
685,Spain,31,135213.71,1,1,No
806,Spain,25,0.0,2,0,No
604,France,36,116229.85,2,1,No
648,Spain,53,111201.41,1,1,No
545,Spain,32,0.0,1,0,No
756,Germany,27,131899.0,1,0,No
569,France,35,124525.52,1,1,No
596,France,47,0.0,1,0,No
475,France,39,0.0,1,1,Yes
646,France,45,47134.75,1,1,No
784,Spain,35,0.0,2,0,No
552,Spain,45,0.0,2,0,No
729,France,44,0.0,2,1,No
609,Spain,61,0.0,1,0,Yes
555,France,51,0.0,3,0,Yes
572,Germany,19,138657.08,1,1,No
785,France,34,70302.48,1,1,No
714,Germany,36,101609.01,2,1,No
738,Spain,35,0.0,1,1,No
639,Germany,38,130170.82,1,1,No
520,Germany,61,133802.29,2,1,No
764,France,24,106234.02,1,0,No
661,Spain,39,132628.98,1,0,No
564,Germany,41,103522.75,2,1,No
708,Germany,42,192390.52,2,0,No
512,Spain,36,0.0,1,1,Yes
592,Spain,37,0.0,3,1,No
619,France,38,0.0,2,1,No
775,France,52,109922.61,1,1,Yes
850,Germany,44,128605.32,1,1,No
577,France,37,0.0,1,1,No
724,France,37,68598.56,1,0,No
710,Spain,35,106518.52,1,1,No
696,France,31,0.0,2,0,No
376,France,46,0.0,1,0,Yes
675,Germany,29,121326.42,1,0,No
745,France,36,67226.37,1,0,No
697,Spain,25,82931.85,2,1,No
599,Spain,39,0.0,1,0,Yes
715,France,38,118590.41,1,1,Yes
659,France,67,145981.87,1,1,No
684,France,48,73309.38,1,0,Yes
635,France,48,130796.33,2,1,No
789,Germany,33,151607.56,1,0,No
571,Germany,66,111577.01,1,1,No
694,Spain,39,107042.74,1,1,No
665,Spain,42,156371.61,2,1,Yes
706,France,44,129605.99,1,0,No
807,Spain,43,0.0,2,1,No
771,Spain,67,0.0,2,1,No
531,Spain,27,132576.25,1,0,No
629,France,37,129101.3,1,1,No
850,Germany,31,108822.4,1,1,No
685,Spain,35,137948.51,1,0,No
642,Spain,32,100433.8,1,1,No
529,Spain,63,96134.11,3,0,Yes
683,Germany,43,115888.04,1,1,Yes
663,France,42,124626.07,1,1,No
563,France,34,139810.34,1,1,No
637,Spain,34,0.0,2,0,No
544,France,37,84496.71,1,0,No
649,Germany,70,116854.71,2,1,No
638,France,48,138333.03,1,1,No
723,France,25,0.0,2,1,No
635,Germany,43,78992.75,2,0,No
750,Spain,38,97257.41,2,1,No
730,France,34,122453.37,2,0,No
750,Spain,36,112940.07,1,1,No
586,France,43,132558.26,1,0,Yes
520,France,38,0.0,2,0,No
652,France,48,133297.24,1,0,No
550,France,46,0.0,2,0,No
594,France,27,197041.8,1,0,No
749,Germany,44,71497.79,2,0,No
668,France,32,0.0,2,1,No
614,Germany,35,128100.28,1,0,Yes
773,France,25,124532.78,2,1,No
551,Germany,31,82293.82,2,1,No
566,France,36,142120.91,1,0,No
569,Spain,34,151839.26,1,0,Yes
659,Spain,31,149620.88,2,1,No
722,France,49,168197.66,1,0,Yes
655,France,37,93147.0,2,0,No
615,France,35,97440.02,2,1,No
752,Germany,42,65046.08,2,1,No
661,Spain,28,95357.49,1,0,No
838,Spain,43,123105.88,2,0,No
610,Spain,29,0.0,3,1,No
811,Spain,44,0.0,2,1,No
587,Spain,62,121286.27,1,1,No
811,Germany,28,167738.82,2,1,No
759,France,38,104091.29,1,0,No
648,Germany,42,121980.56,2,0,No
788,France,43,0.0,2,1,No
725,Germany,39,50880.98,2,1,No
646,France,42,175159.9,2,0,Yes
601,Germany,26,105514.69,2,0,No
521,Germany,52,116497.31,3,0,Yes
561,Spain,33,0.0,2,0,No
564,France,42,99824.45,1,1,No
444,France,45,0.0,1,0,Yes
650,Spain,71,0.0,1,1,No
724,France,40,0.0,1,0,Yes
719,Spain,35,122964.88,1,1,No
548,France,29,0.0,2,1,No
635,Spain,24,0.0,2,1,No
496,Spain,43,0.0,2,1,No
676,France,37,89634.69,1,1,Yes
541,Germany,40,95710.11,2,0,No
778,Germany,41,139706.31,1,0,No
850,Germany,45,103909.86,1,0,Yes
633,France,31,0.0,1,0,No
625,France,49,173434.9,1,0,Yes
485,Spain,32,102238.01,2,1,No
547,France,48,179380.74,2,1,No
642,France,32,0.0,2,1,No
718,France,25,108691.95,1,0,No
582,France,32,0.0,2,0,No
628,France,33,0.0,2,0,No
737,Germany,35,133377.8,1,1,No
828,Spain,34,0.0,2,1,No
609,Spain,53,0.0,1,1,No
730,France,39,116537.6,1,0,No
631,France,22,0.0,2,0,No
830,Spain,40,0.0,2,1,No
645,France,29,130131.08,2,1,No
663,France,46,0.0,2,1,No
678,Spain,30,0.0,1,0,No
521,France,30,107316.09,1,0,No
625,France,24,0.0,2,1,No
523,France,30,83181.29,1,1,No
714,France,72,0.0,1,1,No
580,Spain,67,153946.14,1,1,No
722,France,30,0.0,2,0,No
630,Spain,39,135483.17,1,0,Yes
579,France,35,0.0,2,0,No
670,France,38,119624.54,2,1,No
588,Spain,34,121132.26,2,0,No
807,Spain,42,0.0,1,0,Yes
726,France,48,0.0,1,0,Yes
812,Germany,25,54817.55,1,0,No
631,Germany,40,107949.45,1,0,Yes
682,France,30,0.0,1,1,No
625,Spain,49,80816.45,1,1,No
607,Germany,38,98205.77,1,0,No
600,Spain,50,94684.27,1,1,No
602,Spain,22,141604.76,1,0,No
545,Spain,74,0.0,2,1,No
675,Spain,33,0.0,2,0,No
581,France,47,122949.14,1,0,Yes
640,Germany,33,81677.22,2,0,No
850,France,38,80293.98,1,0,No
490,Spain,48,155413.06,1,0,No
710,Spain,38,0.0,2,1,No
613,Germany,38,67111.65,1,0,Yes
812,France,34,103818.43,1,1,No
723,France,20,0.0,2,1,No
512,France,36,152169.12,2,0,Yes
731,France,52,0.0,1,1,Yes
650,Germany,26,214346.96,2,0,No
594,France,57,0.0,1,0,Yes
844,France,40,113348.14,1,0,Yes
686,Germany,47,170935.94,1,0,Yes
695,Germany,52,103023.26,1,1,No
624,Spain,23,0.0,2,1,No
503,Spain,37,0.0,2,0,No
535,France,31,111855.04,2,1,No
743,Germany,32,140348.56,2,1,No
702,Spain,39,0.0,2,0,No
658,France,29,145512.84,1,0,No
677,Germany,41,146720.98,2,1,No
664,France,32,107209.73,1,1,No
766,Germany,38,130933.74,1,1,No
461,Spain,35,0.0,1,0,No
688,Spain,36,89772.3,1,0,Yes
678,France,32,0.0,2,0,No
796,France,24,0.0,2,0,No
803,France,42,0.0,1,0,Yes
712,France,36,100749.5,3,0,Yes
498,France,31,0.0,2,0,No
850,Spain,22,0.0,2,1,No
628,France,51,123981.31,2,1,No
539,Germany,34,91622.42,1,1,No
732,France,36,126195.81,1,1,No
715,France,41,94267.9,1,1,Yes
651,France,40,0.0,2,1,No
813,France,34,0.0,2,0,No
692,France,29,0.0,1,0,Yes
756,Germany,39,100717.85,3,1,Yes
543,France,36,0.0,2,0,No
790,France,26,141581.71,2,0,No
494,Spain,38,0.0,2,1,No
850,France,39,148586.64,1,1,No
703,Spain,29,0.0,2,0,No
432,Spain,38,0.0,2,0,No
512,Germany,32,123403.85,2,0,No
589,France,28,0.0,2,0,No
514,France,46,106511.85,1,0,No
678,France,38,0.0,2,0,No
420,Germany,34,135549.9,1,0,Yes
679,Germany,38,110555.37,2,0,No
595,France,31,0.0,2,0,No
713,France,52,185891.54,1,1,Yes
833,Germany,59,130854.59,1,1,Yes
690,France,42,92578.14,2,0,No
731,Germany,21,132312.06,1,0,Yes
608,France,62,144976.5,1,0,Yes
479,Spain,48,87070.23,1,1,No
519,France,42,0.0,2,1,No
731,France,47,115414.19,3,0,Yes
617,Spain,61,91070.43,1,1,No
756,Spain,29,117412.19,2,0,No
848,Germany,31,90018.45,2,0,No
809,France,24,0.0,2,0,No
698,Germany,56,112414.81,2,0,Yes
779,Germany,33,158456.76,1,1,Yes
606,Spain,35,0.0,1,0,Yes
612,Germany,58,149641.53,1,1,No
663,Spain,33,122528.18,1,0,No
549,Germany,45,143734.01,2,1,No
675,France,32,155663.31,1,0,No
669,France,35,0.0,1,1,Yes
571,Germany,34,101736.66,1,1,No
500,Spain,37,125822.21,1,0,No
628,France,37,0.0,2,1,No
559,France,34,0.0,2,1,No
769,France,27,0.0,1,1,No
733,Germany,31,157791.07,2,0,No
750,France,22,0.0,2,1,No
583,France,42,0.0,2,0,No
468,Germany,42,181627.14,2,0,No
727,Spain,57,109679.72,1,1,No
618,France,37,96652.86,1,0,Yes
617,France,40,190008.32,2,1,No
793,Spain,41,0.0,2,0,No
630,France,43,0.0,2,1,No
765,Germany,43,148962.76,1,1,Yes
546,France,28,0.0,1,0,No
614,Germany,30,131344.52,2,0,No
593,Germany,29,101713.84,3,0,No
613,Spain,34,0.0,1,1,No
655,France,38,0.0,2,0,No
700,France,27,137963.07,1,0,No
826,Spain,29,129938.07,1,1,No
652,Germany,45,151421.44,1,1,No
755,Germany,45,135643.0,1,0,Yes
538,Spain,39,122773.5,2,1,No
729,France,34,152303.8,1,0,No
615,France,49,0.0,2,1,No
700,Spain,54,79415.67,1,1,No
434,Germany,58,125801.03,2,0,Yes
729,Spain,37,0.0,2,0,No
513,France,35,0.0,1,0,Yes
755,France,41,104817.41,1,0,Yes
615,France,30,0.0,1,0,No
747,Germany,32,67495.04,2,1,No
850,France,36,164850.54,1,1,No
712,Germany,49,154776.42,2,0,No
622,Germany,28,143124.63,2,0,No
548,France,35,0.0,1,1,No
607,France,27,0.0,2,0,No
653,France,38,102133.38,1,1,No
699,Spain,26,79932.41,1,0,No
693,Germany,40,120711.73,1,0,Yes
647,Germany,43,122717.53,2,1,No
478,Spain,36,92363.3,2,0,No
705,Spain,40,203715.15,1,0,Yes
719,Spain,39,0.0,2,0,No
726,France,34,0.0,2,0,No
626,France,21,0.0,2,0,No
552,France,49,0.0,1,1,Yes
807,Germany,31,93460.47,2,0,No
621,France,34,0.0,2,1,No
651,Germany,24,40224.7,1,1,No
673,France,43,168069.73,1,1,Yes
652,France,36,0.0,2,1,No
584,Germany,47,130538.77,1,0,No
756,France,37,132623.6,1,1,No
670,France,35,103465.02,2,1,No
765,France,50,126547.8,1,1,Yes
528,France,30,128262.72,2,0,No
701,France,40,169742.64,1,1,Yes
797,France,29,0.0,2,1,No
639,Germany,27,150795.81,1,1,No
785,Spain,61,129855.72,2,0,Yes
363,Spain,28,146098.43,3,0,Yes
764,France,24,0.0,2,0,No
676,France,43,0.0,1,1,No
718,Germany,28,65643.3,1,0,No
590,Spain,34,0.0,2,0,No
584,France,38,104584.16,1,0,No
645,France,41,0.0,1,1,No
772,Germany,30,99785.28,2,0,No
399,Germany,46,127655.22,1,0,Yes
529,France,22,0.0,1,0,No
463,France,35,101257.16,1,1,No
630,France,40,0.0,2,1,No
780,France,76,121313.88,1,1,No
584,Spain,32,0.0,2,0,No
752,Germany,30,81523.38,1,1,No
697,France,47,128252.66,1,1,No
850,France,32,0.0,2,0,No
711,France,51,0.0,3,0,Yes
452,France,32,0.0,2,1,No
610,Spain,42,0.0,2,0,Yes
694,France,22,0.0,2,1,No
579,Spain,33,0.0,1,0,Yes
745,Spain,54,0.0,1,0,Yes
572,France,33,0.0,1,1,No
505,Germany,29,145541.56,2,1,No
706,France,23,0.0,1,0,Yes
693,Germany,44,124601.58,2,1,Yes
725,Germany,33,115182.84,2,1,No
791,France,37,163789.49,2,0,No
536,France,46,65733.41,1,0,No
699,Spain,47,0.0,2,1,No
500,Spain,47,128486.11,1,0,No
707,Spain,53,109663.47,1,1,No
531,Germany,42,88324.31,2,0,No
557,France,28,146445.24,2,0,No
659,France,38,0.0,2,0,No
575,Spain,31,0.0,2,1,No
775,Germany,36,109949.05,2,1,No
772,Spain,30,78653.05,1,0,No
587,Germany,46,107850.82,1,0,Yes
667,Germany,39,83765.35,2,0,No
771,France,66,143773.07,1,1,No
523,Germany,63,116227.27,1,1,No
662,Germany,33,103471.52,1,1,No
717,France,42,0.0,2,0,No
746,France,24,137492.35,2,1,No
569,France,28,0.0,2,0,No
579,France,36,129829.59,1,1,No
519,France,21,146329.57,2,1,No
696,Germany,30,114027.7,1,1,No
693,Germany,25,146580.69,1,1,No
587,Germany,38,132122.42,2,0,No
626,France,44,81553.93,1,0,Yes
666,France,66,0.0,2,1,No
512,France,24,0.0,2,0,No
689,Spain,28,0.0,2,1,No
803,France,26,0.0,2,1,No
548,Germany,32,175214.71,1,1,No
588,Germany,40,125534.51,1,0,Yes
693,France,68,97705.99,1,1,No
499,Germany,55,126817.65,2,0,No
628,France,46,46870.43,4,0,Yes
624,Spain,46,0.0,2,1,No
733,France,42,120094.93,1,0,No
628,France,38,0.0,2,1,No
633,France,33,0.0,2,0,No
559,Germany,36,104356.94,2,1,No
704,Germany,27,147004.34,1,0,Yes
744,Germany,38,73023.17,2,0,No
665,Spain,40,173432.55,1,1,No
638,France,42,165679.92,1,0,No
837,Spain,31,104678.62,1,1,No
534,France,55,116973.26,3,0,Yes
548,France,36,0.0,1,0,No
837,Germany,38,126732.85,1,1,No
658,France,44,148481.09,1,0,No
554,France,38,137654.05,2,1,No
724,Germany,30,115315.04,1,0,No
723,France,42,99095.73,1,1,No
585,Germany,39,165610.41,2,0,No
474,France,33,0.0,2,0,Yes
562,Spain,32,161628.66,1,0,No
719,France,32,146605.27,1,1,No
635,Germany,37,113488.68,1,0,Yes
743,France,42,77002.2,2,1,No
681,Spain,67,0.0,2,1,No
521,France,39,0.0,2,1,No
741,Spain,25,0.0,2,1,No
790,Spain,46,182364.53,1,0,Yes
622,France,35,0.0,2,1,No
669,France,45,149364.58,1,1,No
583,France,59,127450.14,1,1,No
520,Spain,63,162278.32,1,1,No
579,Spain,37,152212.88,2,0,No
698,Spain,39,161993.89,1,0,No
548,Spain,39,131468.44,1,0,No
672,Germany,40,102980.44,1,0,Yes
653,Germany,31,143321.97,1,0,No
734,Spain,37,130404.92,1,0,No
794,France,41,0.0,2,1,No
641,France,30,87505.47,2,1,No
824,France,30,133634.02,1,1,No
534,Spain,33,151233.62,1,0,No
653,Spain,55,70263.83,1,1,No
498,France,34,0.0,2,1,No
683,France,30,57657.49,1,0,No
618,Germany,42,153572.31,2,1,No
538,France,37,134752.08,1,0,No
643,Spain,34,83132.09,1,1,No
428,France,31,0.0,2,0,No
593,Germany,32,134096.53,2,0,Yes
718,France,31,118100.59,2,0,No
811,Germany,52,76915.4,1,0,Yes
823,Spain,46,81576.75,1,1,Yes
645,Spain,49,0.0,2,0,No
710,France,33,118327.17,2,1,No
591,Spain,30,124857.69,2,0,No
748,Germany,27,90971.85,1,1,No
850,France,37,153147.75,1,1,No
542,France,38,65942.26,1,1,Yes
809,France,38,0.0,2,1,No
675,France,54,0.0,1,0,Yes
607,Spain,27,100912.19,1,0,No
850,France,31,0.0,2,1,No
789,France,37,0.0,1,0,Yes
598,France,43,0.0,3,1,Yes
756,Germany,41,124439.49,2,1,No
687,France,47,0.0,2,1,No
724,France,40,0.0,2,0,No
700,France,44,58781.76,1,0,No
635,Spain,50,159453.64,2,0,Yes
687,Germany,26,142721.52,1,1,No
613,France,46,167795.6,1,1,No
781,France,38,128345.69,2,0,No
703,Spain,20,165260.98,1,1,No
593,Germany,62,118233.81,1,1,Yes
743,France,40,0.0,1,0,Yes
640,Spain,46,0.0,2,0,No
849,Germany,37,143452.74,2,1,No
778,France,38,145018.49,2,1,No
539,Germany,38,82407.51,1,0,No
489,Germany,28,79460.98,2,1,No
568,Spain,43,0.0,1,0,Yes
618,Spain,38,126473.99,1,0,No
710,Germany,30,133537.1,2,0,No
625,France,52,164978.01,1,1,No
682,Spain,46,128029.72,1,1,No
727,Spain,43,97403.18,1,1,Yes
794,France,41,176845.41,3,0,Yes
652,Spain,71,0.0,1,1,No
670,Spain,42,81589.04,1,0,No
460,Germany,40,119507.58,2,0,Yes
568,Spain,26,0.0,2,0,No
643,France,30,94443.77,1,1,No
521,France,37,0.0,2,1,No
615,France,32,92199.84,1,1,No
575,Spain,43,0.0,1,0,No
717,France,41,135756.96,1,1,No
648,France,54,120633.42,1,0,Yes
535,Germany,48,134542.73,1,1,Yes
626,Spain,29,0.0,2,0,No
611,Spain,52,0.0,1,1,Yes
734,Spain,39,0.0,1,1,No
709,France,49,154344.49,2,1,No
591,France,43,0.0,2,1,No
664,France,43,189026.53,2,1,No
431,France,37,120764.08,1,1,No
647,Germany,22,97975.82,2,1,No
578,France,32,0.0,2,1,No
555,Germany,41,113270.2,2,1,No
775,Spain,30,0.0,2,1,No
850,Germany,39,124548.99,2,1,No
625,France,43,201696.07,1,0,Yes
645,Spain,37,0.0,2,0,No
608,Germany,44,114203.47,1,1,Yes
689,Spain,31,0.0,2,1,No
652,Germany,50,125437.64,1,1,Yes
769,France,26,0.0,2,0,No
611,France,43,64897.75,1,0,No
489,France,38,0.0,2,1,No
528,Germany,46,135555.66,1,0,Yes
632,France,44,107764.75,1,0,No
429,France,27,117307.44,2,1,No
457,France,41,73700.12,3,1,Yes
768,Spain,44,60603.4,1,1,No
715,Spain,35,40169.88,2,1,No
668,Germany,32,92041.87,1,1,No
625,Germany,26,130483.95,1,0,No
846,France,41,0.0,3,0,Yes
661,Spain,42,0.0,2,0,No
571,France,23,151097.28,1,1,No
582,Spain,46,67563.31,1,0,Yes
716,France,35,112808.18,1,1,No
758,France,42,0.0,2,1,No
725,France,66,86459.8,1,1,No
630,France,40,118633.08,1,1,Yes
627,France,55,159441.27,1,0,Yes
653,France,27,0.0,2,0,No
775,Germany,38,125212.65,2,1,Yes
794,Spain,45,88656.37,2,0,No
831,France,32,146033.62,1,0,No
561,France,29,120268.13,1,1,No
705,Spain,46,0.0,2,0,No
636,Spain,33,0.0,1,0,Yes
487,Germany,46,135070.58,2,1,Yes
693,France,38,0.0,2,0,Yes
517,Spain,29,0.0,2,0,No
684,France,27,122550.05,2,1,No
620,Spain,43,0.0,2,0,No
757,France,29,130306.49,1,0,No
739,France,27,0.0,1,1,No
662,Spain,41,90350.77,1,0,Yes
359,France,44,128747.69,1,0,Yes
572,Spain,23,126873.52,1,1,No
721,France,69,108424.19,1,1,No
707,France,32,0.0,2,0,No
444,France,40,84350.07,1,0,No
523,France,73,0.0,2,0,Yes
685,Germany,30,84958.6,2,1,No
673,Germany,29,99097.36,1,1,No
503,Germany,30,136622.55,2,0,No
485,Germany,30,156771.68,1,1,No
799,Germany,28,167658.33,2,1,No
585,Spain,33,0.0,2,0,No
607,Germany,24,109483.54,2,1,No
521,Germany,40,134504.78,1,0,No
535,France,44,114427.86,1,1,No
724,Spain,45,83888.54,1,1,No
520,Germany,32,110029.77,1,0,No
696,Spain,41,127523.75,1,1,No
657,Germany,30,139762.13,2,1,No
603,Spain,42,91611.12,1,0,Yes
726,France,42,109471.79,1,1,No
591,France,39,150500.64,1,0,No
792,Germany,59,101609.77,1,0,Yes
550,France,57,0.0,1,1,No
601,France,26,78892.23,1,1,No
820,France,29,82344.84,1,1,No
667,France,48,0.0,1,0,No
573,Spain,44,0.0,1,1,No
755,France,62,127706.33,2,1,No
552,France,41,124349.34,1,0,No
598,Spain,44,0.0,2,0,No
576,Germany,28,119336.29,2,1,No
670,France,31,0.0,1,1,No
504,Germany,56,104217.3,1,0,Yes
778,France,65,0.0,1,1,No
558,Germany,39,144757.02,1,0,Yes
627,Spain,44,0.0,1,1,No
683,France,43,0.0,1,0,No
556,France,43,0.0,3,0,Yes
583,France,38,0.0,2,1,No
705,France,24,100169.51,1,0,No
637,France,33,145731.83,1,1,No
697,Spain,56,110802.03,1,1,Yes
555,Germany,46,120392.99,1,0,Yes
594,Germany,26,135067.52,2,0,No
632,Spain,31,136556.44,1,0,Yes
551,France,38,0.0,2,1,No
687,France,35,99587.43,1,1,Yes
672,France,53,0.0,1,1,No
521,Spain,34,70731.07,1,1,Yes
686,Germany,35,109342.82,2,1,No
639,Spain,28,0.0,2,0,No
850,France,66,0.0,2,1,No
465,France,25,78247.31,2,1,No
817,France,55,117561.49,1,0,Yes
578,France,23,88980.32,1,1,No
611,Spain,34,0.0,2,0,No
616,Germany,41,103560.57,1,0,Yes
517,France,37,113308.84,1,1,No
637,Spain,40,0.0,2,1,No
806,France,32,63763.49,1,0,No
633,France,29,169988.35,1,0,No
624,Germany,35,180303.24,2,0,No
691,France,52,0.0,1,0,Yes
819,Germany,49,120656.86,4,0,Yes
568,Germany,31,61592.14,2,1,No
806,France,48,164701.68,1,1,No
726,Spain,26,80780.16,1,1,No
552,France,36,0.0,2,0,No
755,Germany,30,154221.37,2,1,No
634,France,26,0.0,1,0,No
756,France,26,101641.14,2,1,No
776,France,37,0.0,1,1,No
649,France,45,92786.66,1,0,Yes
595,Germany,32,131081.66,2,1,No
646,France,30,98014.74,1,1,No
592,Spain,38,0.0,2,0,No
574,France,26,97460.1,1,1,No
850,France,36,104077.19,2,1,No
850,Spain,29,0.0,2,1,No
475,France,46,0.0,2,0,Yes
642,France,39,0.0,1,1,No
710,Spain,51,93656.95,1,1,Yes
596,Spain,30,121345.88,4,0,Yes
609,France,39,141675.23,1,1,No
797,Spain,31,0.0,2,0,No
504,Germany,43,102365.49,1,0,Yes
735,Spain,50,0.0,1,0,Yes
680,Spain,30,0.0,1,0,No
449,France,52,0.0,2,1,No
685,Germany,57,101868.51,1,1,No
569,Spain,38,0.0,2,0,No
631,France,35,112392.45,2,0,No
595,Germany,25,106570.34,2,1,No
461,France,28,0.0,1,1,No
630,France,50,81947.76,1,1,Yes
661,France,31,144162.3,2,1,No
796,Germany,39,86350.87,2,0,No
710,France,47,158623.14,1,0,Yes
741,France,32,0.0,2,0,No
606,Germany,48,132403.56,1,0,Yes
747,France,27,0.0,2,0,No
549,Germany,43,134985.66,1,0,No
576,France,36,0.0,2,1,No
528,France,37,103772.45,1,0,No
535,France,33,133040.32,1,1,No
575,Spain,37,0.0,2,0,No
656,France,39,0.0,2,1,No
440,France,42,0.0,2,0,No
539,Spain,38,71460.67,2,1,No
850,Spain,39,133214.13,1,1,No
646,France,37,96558.66,1,0,No
744,France,54,93806.31,2,1,No
710,Spain,36,0.0,2,0,No
544,France,64,124043.8,1,1,Yes
723,Germany,52,131694.97,1,1,Yes
507,Spain,29,0.0,2,1,No
787,France,35,106266.8,1,1,No
598,Spain,41,0.0,2,1,No
796,France,51,0.0,2,1,No
569,Spain,41,139840.36,1,1,No
711,France,34,0.0,2,0,No
661,Germany,35,124098.54,1,0,No
415,France,32,145807.59,1,1,No
578,Spain,23,0.0,2,0,No
611,France,26,107508.93,2,1,No
600,France,28,0.0,2,1,No
661,Germany,32,145980.23,1,1,No
850,France,37,212778.2,1,1,No
573,Germany,47,152522.47,1,1,Yes
764,Spain,33,168964.77,1,1,No
838,France,34,0.0,2,0,No
821,France,28,0.0,1,1,No
607,Spain,36,98266.3,1,1,No
558,France,38,113000.92,1,1,No
