Evaporation,Sunshine,WindGustSpeed,Humidity3pm,Pressure,Cloud3pm,Temp3pm,RainToday,RainTomorrow
5.4,,72.0,24.0,1005.0999999999999,,25.5,No,No
,,13.0,46.0,1024.55,,19.0,No,No
5.0,7.0,33.0,32.0,1014.75,4.0,28.4,No,No
0.8,8.0,26.0,61.0,1030.9,6.0,10.2,Yes,No
5.4,11.0,54.0,36.0,1014.2,1.0,12.1,No,No
12.0,12.6,48.0,23.0,1020.3499999999999,0.0,29.3,No,No
,,39.0,68.0,,,21.5,No,No
,,22.0,65.0,1013.55,,24.2,No,No
2.2,6.7,56.0,50.0,1013.15,,14.5,Yes,No
4.2,1.2,28.0,72.0,1009.25,7.0,24.9,Yes,No
,,28.0,54.0,1028.1999999999998,,16.7,No,No
11.4,1.0,50.0,18.0,1021.5,8.0,22.1,No,No
1.4,7.4,31.0,52.0,1020.55,7.0,15.1,No,No
3.6,5.4,24.0,46.0,1023.5,4.0,18.5,No,No
,,26.0,47.0,1025.1999999999998,,19.5,No,No
10.6,11.2,54.0,14.0,1011.1500000000001,0.0,24.1,No,No
,,41.0,70.0,1015.2,,24.8,No,No
,,33.0,53.0,1019.8,8.0,23.3,No,No
,,43.0,36.0,,,18.9,No,No
7.0,11.8,26.0,54.0,1013.65,2.0,29.7,No,No
6.0,11.8,33.0,77.0,1020.7,8.0,15.0,No,No
4.4,10.3,44.0,35.0,1023.3499999999999,,18.2,No,No
7.0,10.9,43.0,55.0,1013.0,2.0,28.8,No,No
4.0,11.2,35.0,19.0,1023.3,1.0,21.9,No,No
12.6,13.4,44.0,15.0,1015.95,1.0,33.9,No,No
,,,57.0,1029.75,7.0,24.0,No,No
,,33.0,36.0,,,16.6,Yes,No
10.2,,33.0,,1017.5,,31.3,No,No
4.4,,41.0,26.0,1016.75,1.0,28.9,No,No
,,31.0,42.0,1014.8499999999999,,21.3,No,No
,,,68.0,1023.4,8.0,15.7,No,No
,,26.0,69.0,1000.35,,27.3,No,No
,,70.0,10.0,1003.6,3.0,32.6,No,No
1.6,7.0,59.0,60.0,1005.8,3.0,16.7,No,No
3.0,10.2,35.0,35.0,1016.15,,22.6,No,No
,,26.0,38.0,,,20.2,No,No
4.0,9.6,26.0,20.0,1022.3,1.0,25.8,No,No
10.8,13.1,61.0,9.0,1013.45,5.0,36.4,No,No
,,26.0,34.0,,,23.0,No,No
9.8,12.7,44.0,33.0,1021.65,1.0,26.7,No,No
0.6,5.2,28.0,59.0,1029.35,2.0,17.5,Yes,No
,,41.0,54.0,,,11.7,Yes,No
7.8,6.5,39.0,59.0,1010.5,7.0,31.5,No,No
5.0,,30.0,,1012.4,,,No,No
7.2,8.3,33.0,64.0,1018.95,7.0,19.3,No,No
,,35.0,51.0,1012.0999999999999,,26.3,Yes,No
3.8,6.0,46.0,64.0,1014.05,6.0,17.8,No,No
,,41.0,60.0,1017.7,,18.3,No,No
3.4,5.6,39.0,45.0,1017.5999999999999,3.0,12.1,Yes,No
,,37.0,68.0,1024.05,7.0,17.6,No,No
,,,,,,,No,No
8.4,8.7,69.0,25.0,1015.25,4.0,20.3,No,No
,,24.0,65.0,,,14.4,No,No
,,48.0,29.0,1023.1,7.0,29.5,No,No
0.8,8.1,30.0,49.0,1011.3,,14.5,No,No
,,39.0,49.0,1012.55,,17.6,Yes,No
7.4,11.3,44.0,11.0,1015.75,0.0,31.0,No,No
,,33.0,48.0,1019.8,,22.8,No,No
,12.3,39.0,24.0,1015.7,0.0,31.9,No,No
2.6,,31.0,43.0,1022.6500000000001,1.0,20.4,No,No
10.8,10.3,39.0,28.0,1009.8499999999999,3.0,31.8,No,No
8.2,,30.0,41.0,1017.3,,19.7,No,No
2.2,9.0,35.0,31.0,1024.5,2.0,15.3,No,No
2.2,3.9,52.0,52.0,1014.3,6.0,14.3,No,No
,,50.0,26.0,1020.85,,32.0,No,No
2.4,6.3,,59.0,1018.05,4.0,24.4,Yes,No
8.6,13.2,43.0,24.0,1016.95,1.0,31.5,No,No
5.8,8.3,24.0,53.0,1027.35,3.0,20.2,No,No
,,28.0,44.0,,,21.3,No,No
6.8,10.7,50.0,39.0,1009.4,4.0,32.4,No,No
7.6,9.4,35.0,52.0,1012.95,4.0,32.6,No,No
3.2,,67.0,58.0,1022.6,8.0,8.0,No,No
,,35.0,48.0,1021.75,,17.3,No,No
,,26.0,33.0,,,26.9,No,No
23.4,5.4,43.0,24.0,1006.35,2.0,36.4,No,No
,,46.0,48.0,1022.1,,24.2,No,No
13.2,7.6,33.0,26.0,1017.45,7.0,27.9,No,No
,,41.0,35.0,1016.4000000000001,,28.6,No,No
9.4,,57.0,36.0,1015.7,1.0,17.8,No,No
,13.0,65.0,21.0,1013.55,1.0,32.2,No,No
,,48.0,26.0,1007.55,,19.6,No,No
,,41.0,60.0,1023.4499999999999,,17.4,No,No
0.4,5.6,20.0,71.0,1028.15,6.0,14.7,Yes,No
4.4,,52.0,41.0,1026.0,,15.1,No,No
2.4,3.3,43.0,77.0,1014.75,6.0,12.7,Yes,No
,,33.0,52.0,,,6.9,No,No
8.0,12.9,37.0,26.0,1021.5,0.0,21.8,No,No
,,37.0,34.0,1026.0,,21.0,No,No
6.2,10.3,39.0,59.0,1008.4,1.0,32.9,No,No
2.4,,,53.0,,,10.1,No,No
,,20.0,46.0,1035.9499999999998,,17.4,No,No
1.2,8.2,26.0,52.0,1027.55,6.0,16.8,No,No
4.6,2.2,46.0,67.0,1027.6999999999998,7.0,15.4,No,No
2.0,9.8,,42.0,1019.35,1.0,17.8,No,No
,,59.0,67.0,1007.2,,28.4,Yes,No
,10.8,33.0,23.0,1009.9,,26.9,No,No
7.2,10.4,31.0,33.0,1019.85,5.0,28.7,No,No
,,26.0,50.0,1016.7,,14.6,No,No
5.0,10.6,56.0,67.0,1011.95,6.0,25.9,No,No
,,28.0,52.0,1034.55,7.0,19.1,No,No
3.4,5.6,46.0,44.0,1017.75,3.0,11.6,Yes,No
,,35.0,86.0,,,9.5,No,No
2.0,1.8,39.0,64.0,1021.9,8.0,13.5,No,No
5.3,,28.0,32.0,1015.75,,26.2,No,No
6.2,3.3,28.0,26.0,1021.0,7.0,26.7,No,No
3.2,3.9,26.0,67.0,1025.6,6.0,18.2,No,No
,,31.0,39.0,1022.95,1.0,20.5,No,No
8.8,,56.0,51.0,1014.95,4.0,31.6,No,No
16.0,7.1,50.0,23.0,1008.6500000000001,6.0,34.9,No,No
2.0,9.1,31.0,56.0,1009.0,6.0,31.9,Yes,No
0.6,4.2,26.0,89.0,1034.0,,12.5,No,No
,,22.0,58.0,1021.3,,15.8,No,No
9.4,11.5,44.0,41.0,1014.9000000000001,1.0,30.6,No,No
6.8,7.1,31.0,54.0,1011.55,4.0,28.6,No,No
,,17.0,52.0,1022.4,,13.0,No,No
,,31.0,72.0,1023.15,7.0,17.8,No,No
,,28.0,33.0,1013.1500000000001,,34.2,No,No
0.4,1.5,35.0,74.0,1022.1500000000001,5.0,14.9,No,No
12.0,12.5,44.0,23.0,1017.9000000000001,3.0,29.7,No,No
4.4,2.6,48.0,54.0,1016.65,7.0,24.5,No,No
4.2,11.0,28.0,44.0,1019.5,1.0,23.1,No,No
11.4,1.7,54.0,59.0,1018.8,7.0,20.7,No,No
,,37.0,14.0,1018.9,,29.9,No,No
,,17.0,72.0,1024.6,2.0,13.9,No,No
4.4,1.0,41.0,64.0,1023.15,7.0,12.2,No,No
,,,59.0,,1.0,24.8,No,No
,,46.0,14.0,,,26.9,No,No
11.2,8.0,81.0,31.0,997.15,2.0,21.8,Yes,No
,,50.0,49.0,1017.05,,12.4,No,No
3.2,6.6,28.0,65.0,1015.9,5.0,17.9,Yes,No
,11.2,57.0,22.0,1018.9,0.0,28.5,No,No
6.2,8.0,50.0,19.0,1011.55,6.0,27.7,No,No
4.0,11.0,35.0,24.0,1028.65,0.0,23.4,No,No
,,74.0,8.0,999.55,,34.0,No,No
7.0,,44.0,,1011.9000000000001,0.0,37.0,No,No
5.0,6.3,31.0,19.0,1016.25,6.0,25.2,No,No
9.6,10.0,63.0,30.0,1014.2,2.0,22.8,Yes,No
6.2,10.3,41.0,51.0,1021.45,3.0,19.8,No,No
4.6,9.0,41.0,35.0,1017.0,,14.1,No,No
1.4,0.7,48.0,100.0,1027.9499999999998,7.0,9.1,Yes,No
,13.0,72.0,13.0,1020.8,0.0,34.4,No,No
10.4,4.0,54.0,52.0,1014.1500000000001,7.0,18.4,Yes,No
7.2,,48.0,60.0,997.25,8.0,16.4,Yes,No
,,35.0,39.0,,,4.7,No,No
,,54.0,85.0,,,8.9,No,No
5.6,11.9,24.0,27.0,1020.15,5.0,22.5,No,No
,9.4,35.0,37.0,1022.75,,22.0,No,No
3.8,9.4,46.0,40.0,1015.7,1.0,21.7,No,No
,,48.0,36.0,1009.2,1.0,23.5,No,No
,,37.0,53.0,1021.55,8.0,12.6,No,No
,,24.0,45.0,,1.0,24.8,No,No
,,15.0,61.0,1030.1999999999998,,15.2,No,No
4.0,8.3,33.0,47.0,1007.0999999999999,7.0,24.1,No,No
,,83.0,57.0,,,5.8,Yes,No
6.8,6.8,28.0,49.0,1003.75,1.0,32.1,No,No
,,43.0,17.0,1011.8,,37.1,No,No
,,31.0,54.0,1017.9000000000001,,20.5,No,No
3.2,10.0,41.0,26.0,1020.4000000000001,4.0,26.7,No,No
,,52.0,33.0,,,23.1,No,No
8.6,9.1,35.0,53.0,1013.2,1.0,26.4,No,No
2.0,,26.0,42.0,1026.1999999999998,1.0,17.5,No,No
3.4,11.8,33.0,48.0,1025.5500000000002,1.0,14.3,Yes,No
,,33.0,52.0,1015.2,,18.4,No,No
9.2,7.9,37.0,54.0,1020.65,7.0,25.0,No,No
,13.1,44.0,29.0,1010.85,0.0,29.0,No,No
,,30.0,43.0,1021.3,,27.4,No,No
4.4,,33.0,26.0,1019.5,0.0,24.4,No,No
8.0,5.4,50.0,60.0,1004.5999999999999,6.0,32.3,No,No
0.0,,46.0,49.0,1019.3,,20.7,No,No
8.0,10.5,46.0,28.0,1014.7,6.0,27.2,No,No
,,59.0,59.0,1016.8,,20.3,No,No
12.0,11.3,63.0,37.0,1018.15,1.0,17.2,No,No
,,31.0,63.0,1023.1999999999999,,18.0,No,No
18.4,11.4,76.0,26.0,1014.7,7.0,32.7,No,No
,,44.0,62.0,1016.65,,26.7,No,No
4.2,7.8,67.0,36.0,1021.0,4.0,18.4,No,No
,,46.0,79.0,1007.95,,20.5,No,No
1.8,,15.0,47.0,1032.8,,15.3,No,No
4.4,11.1,37.0,41.0,1022.6,2.0,18.6,Yes,No
,,43.0,12.0,1020.55,,23.4,No,No
10.4,13.0,39.0,19.0,1022.5,0.0,27.0,No,No
,,24.0,70.0,1019.7,8.0,12.0,Yes,No
,,37.0,65.0,1018.25,8.0,14.7,No,No
5.4,10.3,48.0,36.0,1025.85,1.0,20.8,No,No
,,26.0,34.0,1030.6999999999998,6.0,19.8,No,No
9.4,11.9,46.0,8.0,1010.5,1.0,34.4,No,No
8.4,8.1,37.0,48.0,1013.85,2.0,29.8,No,No
5.2,8.5,52.0,37.0,1019.9000000000001,7.0,21.6,No,No
3.6,7.9,26.0,50.0,1028.45,5.0,19.5,No,No
11.6,,41.0,9.0,1008.3499999999999,,39.3,No,No
,,22.0,36.0,1021.3,,20.7,No,No
0.6,7.1,20.0,45.0,1033.35,0.0,14.4,No,No
7.2,11.3,28.0,33.0,1017.55,1.0,31.7,No,No
7.8,10.9,35.0,63.0,1019.25,2.0,20.7,No,No
,,44.0,74.0,1035.6999999999998,7.0,11.5,No,No
,,26.0,,1012.2,,,No,No
1.6,10.2,39.0,35.0,1014.75,1.0,23.1,No,No
,,33.0,75.0,1024.7,8.0,12.2,No,No
,,26.0,81.0,,,23.2,Yes,No
14.2,9.4,41.0,54.0,1003.65,5.0,29.2,No,No
,,28.0,63.0,1036.35,,10.6,No,No
,,31.0,74.0,,,13.5,No,No
,,57.0,57.0,1023.5,,26.3,No,No
0.8,9.0,26.0,40.0,1024.55,,17.9,No,No
3.8,9.0,30.0,37.0,1021.7,,20.4,No,No
0.6,,30.0,44.0,1018.7,4.0,13.5,Yes,No
5.6,10.9,46.0,16.0,1015.65,0.0,33.0,No,No
4.6,10.4,44.0,48.0,1012.7,3.0,24.5,Yes,No
10.6,5.3,80.0,46.0,1001.05,,20.1,No,No
,,33.0,52.0,,,20.4,No,No
10.0,,48.0,15.0,1016.8499999999999,0.0,21.9,No,No
,,30.0,56.0,1018.5999999999999,,19.4,No,No
3.2,8.4,20.0,46.0,1018.8,7.0,22.3,No,No
,,24.0,66.0,1022.05,,18.4,No,No
1.8,3.4,19.0,66.0,1023.3,8.0,11.9,No,No
8.0,11.9,35.0,57.0,1006.6,1.0,31.3,No,No
9.2,12.6,52.0,46.0,1017.95,1.0,28.2,No,No
,,31.0,22.0,1017.25,,31.8,No,No
12.2,12.3,44.0,20.0,1008.3499999999999,5.0,32.2,No,No
,,35.0,34.0,1018.55,,24.7,No,No
,,31.0,35.0,1017.9,,28.9,No,No
,3.1,41.0,60.0,1007.75,,18.4,Yes,No
,,17.0,44.0,1015.3,,17.8,Yes,No
,,,,,,,No,No
1.0,0.9,31.0,55.0,1021.55,7.0,17.2,No,No
13.0,13.0,65.0,22.0,1010.05,2.0,33.1,No,No
0.2,8.8,13.0,60.0,1028.25,1.0,11.8,No,No
10.0,0.7,30.0,73.0,1016.55,7.0,18.0,No,No
5.4,8.7,50.0,73.0,1023.8,1.0,17.8,No,No
13.0,,43.0,19.0,1011.3,,29.1,No,No
6.2,4.6,,75.0,1014.35,7.0,23.8,No,No
,,85.0,9.0,,,31.5,No,No
,,69.0,31.0,1006.0,,21.3,No,No
11.4,12.0,54.0,15.0,1010.6500000000001,1.0,40.8,No,No
,,52.0,94.0,,,14.8,Yes,No
8.0,13.5,33.0,8.0,1015.25,5.0,32.6,No,No
6.8,1.8,52.0,54.0,1025.0,4.0,16.3,No,No
4.6,7.8,57.0,48.0,1010.75,6.0,16.8,No,No
,,50.0,56.0,1023.5999999999999,,13.4,Yes,No
3.2,5.0,,55.0,1021.8,8.0,18.1,Yes,No
12.0,,,36.0,,,22.5,Yes,No
7.0,,33.0,57.0,1016.1500000000001,1.0,26.3,No,No
,,,,,,,No,No
,,57.0,23.0,1016.4,1.0,34.3,No,No
2.0,,24.0,51.0,1022.95,,24.5,No,No
,,31.0,52.0,1023.05,,15.2,No,No
3.2,,35.0,50.0,1005.95,7.0,22.4,No,No
7.8,13.0,43.0,31.0,1020.0,,22.7,No,No
,,43.0,68.0,1027.0,,13.3,Yes,No
4.2,8.2,46.0,17.0,1015.35,,29.6,No,No
4.2,9.9,50.0,63.0,1019.5999999999999,,15.0,No,No
5.2,10.8,37.0,47.0,1015.4000000000001,,24.1,No,No
12.2,12.1,59.0,16.0,1016.45,0.0,34.1,No,No
6.4,8.2,30.0,50.0,1023.9,7.0,20.3,No,No
5.6,8.0,,67.0,1017.25,5.0,21.5,No,No
8.7,,30.0,38.0,1010.0,,25.5,No,No
,,35.0,24.0,,,23.6,No,No
,,20.0,72.0,1027.1999999999998,8.0,12.5,No,No
,,24.0,73.0,,,10.3,No,No
11.2,12.4,37.0,61.0,1011.0,2.0,31.4,No,No
5.0,8.3,44.0,47.0,1016.35,1.0,21.6,Yes,No
,,35.0,22.0,1025.3,,27.7,No,No
,6.8,35.0,45.0,1021.05,1.0,25.5,No,No
10.6,10.2,33.0,58.0,1016.95,1.0,27.6,No,No
,,22.0,63.0,1020.9000000000001,,14.9,Yes,No
0.6,4.7,31.0,72.0,1021.95,,9.6,No,No
6.4,11.4,31.0,38.0,1027.25,1.0,23.2,No,No
6.0,10.9,43.0,43.0,1011.65,2.0,31.7,No,No
,,56.0,68.0,1014.05,5.0,23.3,Yes,No
,,13.0,53.0,1023.45,,15.9,No,No
3.6,9.1,20.0,57.0,1012.9,4.0,24.6,No,No
5.0,8.4,56.0,39.0,1013.25,3.0,20.1,No,No
,,50.0,33.0,1012.75,,21.4,No,No
,,48.0,34.0,1020.2,,22.5,No,No
,,26.0,44.0,1019.1,,19.3,Yes,No
,,20.0,51.0,1026.85,,19.9,No,No
1.5,,31.0,68.0,1014.35,,11.8,No,No
,13.0,50.0,40.0,1009.95,,24.9,No,No
6.4,9.7,30.0,60.0,1011.25,4.0,29.7,No,No
0.2,4.6,30.0,71.0,1023.15,7.0,15.9,Yes,No
,,46.0,56.0,1009.55,,19.0,No,No
,,33.0,64.0,1005.8,,22.6,No,No
,,28.0,57.0,1019.55,,24.7,No,No
0.8,7.2,,60.0,1014.0,3.0,22.8,No,No
10.4,6.3,30.0,,1009.05,3.0,34.4,No,No
,,50.0,42.0,1017.3,5.0,17.9,No,No
,,44.0,26.0,,,21.3,No,No
,,31.0,67.0,1025.55,,15.9,No,No
,,,,,,,No,No
,,44.0,98.0,,,-2.7,Yes,No
,,52.0,68.0,,8.0,17.9,No,No
6.2,9.5,48.0,67.0,1018.6500000000001,1.0,17.1,No,No
6.8,,35.0,,1011.25,,,No,No
2.8,5.4,24.0,55.0,1028.15,6.0,14.8,No,No
,,30.0,58.0,1019.3,,24.6,No,No
,11.0,44.0,24.0,1018.5,0.0,27.6,No,No
1.2,,48.0,57.0,1017.55,,16.2,No,No
9.0,,31.0,18.0,1017.2,7.0,27.5,No,No
4.8,9.3,35.0,53.0,1008.1,4.0,25.0,No,No
6.6,13.3,28.0,63.0,1014.1,,22.2,No,No
,,31.0,26.0,1019.05,,27.8,No,No
43.4,,44.0,22.0,1021.05,1.0,29.9,No,No
,,35.0,53.0,,,17.6,No,No
,,31.0,21.0,1015.9000000000001,,30.4,No,No
4.6,10.0,35.0,59.0,1008.25,5.0,32.7,No,No
4.0,,46.0,16.0,1026.2,,22.1,No,No
8.0,10.2,26.0,44.0,1015.95,4.0,26.7,No,No
3.0,8.7,28.0,25.0,1032.8000000000002,2.0,17.0,No,No
,,24.0,50.0,1014.05,,20.7,Yes,No
,,20.0,70.0,,,10.8,No,No
,,28.0,50.0,,,21.9,No,No
18.4,12.8,41.0,24.0,1006.05,0.0,33.3,No,No
,,56.0,49.0,1016.0999999999999,,26.3,Yes,No
0.4,8.0,17.0,48.0,1029.75,4.0,14.1,Yes,No
22.8,8.6,50.0,16.0,1014.0,6.0,40.1,No,No
,,46.0,67.0,1016.9,,28.2,Yes,No
2.8,1.2,39.0,70.0,1013.0,,16.1,Yes,No
,,,,,,,No,No
,,17.0,38.0,1019.8,,19.4,No,No
9.2,12.4,31.0,45.0,1008.75,1.0,31.8,No,No
,,31.0,60.0,1023.5,,19.5,No,No
,,46.0,50.0,1018.65,,23.3,No,No
8.0,12.1,28.0,61.0,1015.35,4.0,24.7,No,No
,,31.0,56.0,1012.85,,18.0,No,No
,10.6,54.0,28.0,1015.1,0.0,30.5,No,No
,,33.0,32.0,,,25.2,No,No
8.4,10.7,35.0,66.0,1009.8,6.0,30.2,Yes,No
3.8,8.7,39.0,52.0,1011.7,6.0,29.4,No,No
13.2,,,70.0,1023.7,6.0,25.5,No,No
,,22.0,24.0,1016.8499999999999,,30.4,No,No
,,46.0,59.0,1019.1,,19.5,No,No
9.4,,54.0,3.0,1014.5,,34.1,No,No
2.0,7.0,,76.0,1021.5,6.0,15.0,Yes,No
1.2,2.9,44.0,51.0,1019.2,5.0,19.0,Yes,No
1.0,2.3,17.0,63.0,1024.6,6.0,17.2,No,No
2.6,7.6,26.0,42.0,1033.35,5.0,15.8,No,No
1.4,9.4,26.0,33.0,1020.8499999999999,1.0,19.7,Yes,No
,,41.0,27.0,,,20.9,No,No
4.4,9.6,37.0,62.0,1019.45,1.0,25.0,No,No
,,22.0,57.0,1010.2,,12.5,Yes,No
7.6,11.3,,56.0,1020.75,0.0,20.0,No,No
5.8,6.3,,67.0,1010.0,4.0,26.2,No,No
,,93.0,6.0,1002.2,,43.1,No,No
,,31.0,63.0,1011.75,,13.3,Yes,No
,,41.0,82.0,,,20.9,Yes,No
2.6,9.7,,43.0,1015.2,1.0,16.2,No,No
3.2,5.5,56.0,48.0,1010.3,6.0,12.7,No,No
9.4,,26.0,52.0,1018.05,1.0,27.3,No,No
2.0,,,,1020.25,,,No,No
4.0,0.2,20.0,72.0,1015.5,7.0,25.9,No,No
,,33.0,32.0,,,27.3,No,No
,,39.0,35.0,,,22.3,No,No
4.8,12.3,35.0,54.0,1025.2,1.0,22.7,No,No
19.2,,67.0,48.0,1017.15,4.0,13.7,No,No
3.0,11.3,70.0,39.0,1016.8,5.0,16.7,Yes,No
1.6,6.0,30.0,65.0,1024.7,6.0,16.7,Yes,No
,,,,,,,No,No
,,31.0,38.0,1020.35,,28.5,No,No
,,26.0,77.0,,,15.3,No,No
3.2,1.3,28.0,75.0,1017.55,,16.4,Yes,No
,,44.0,69.0,1017.9,8.0,9.8,No,No
,,30.0,58.0,1010.95,,28.9,No,No
8.8,11.9,48.0,63.0,1013.5,1.0,24.2,No,No
6.2,10.4,54.0,34.0,1005.3,1.0,24.6,No,No
5.6,,24.0,,1012.9,,,No,No
,,26.0,81.0,1017.0,,23.6,No,No
4.2,10.4,39.0,19.0,1015.5,2.0,22.7,No,No
5.4,9.9,39.0,48.0,1023.8000000000001,3.0,24.9,Yes,No
6.6,8.7,35.0,57.0,1007.75,5.0,30.4,No,No
,,,43.0,,0.0,15.8,No,No
3.0,5.4,39.0,81.0,1020.45,,15.2,No,No
,,43.0,27.0,1010.45,,25.7,No,No
3.8,5.2,54.0,75.0,1016.75,7.0,13.6,Yes,No
8.2,8.3,50.0,12.0,1009.1,1.0,38.7,No,No
,,44.0,37.0,1012.85,,22.5,No,No
7.4,10.9,63.0,47.0,1005.5,7.0,31.4,No,No
7.6,13.1,37.0,39.0,1023.4499999999999,6.0,26.2,No,No
6.6,,44.0,31.0,1018.95,0.0,24.4,No,No
6.4,5.7,33.0,49.0,1010.9,6.0,26.7,No,No
,,20.0,58.0,1031.3,,18.0,No,No
5.8,9.5,22.0,61.0,1013.5,1.0,27.2,No,No
9.8,13.3,46.0,15.0,1019.45,1.0,34.9,No,No
,,44.0,51.0,1015.35,,25.9,No,No
6.4,7.3,44.0,57.0,1013.95,4.0,23.2,No,No
,,54.0,75.0,1011.05,1.0,22.9,No,No
6.2,13.6,44.0,27.0,1007.05,4.0,30.2,No,No
9.8,11.9,46.0,28.0,1005.3499999999999,3.0,26.2,No,No
6.4,9.3,50.0,49.0,1009.95,6.0,27.0,No,No
5.4,4.6,50.0,79.0,1010.5,8.0,24.5,Yes,No
,,19.0,98.0,,,19.9,Yes,No
,,30.0,74.0,1024.3000000000002,,16.5,No,No
6.2,11.1,41.0,47.0,1016.55,6.0,25.4,No,No
,,15.0,79.0,1015.4,8.0,17.9,No,No
,,37.0,67.0,1019.95,,22.6,No,No
4.2,10.8,30.0,31.0,1020.3,2.0,20.1,No,No
5.2,11.8,39.0,41.0,1019.1,0.0,25.1,No,No
12.0,12.3,33.0,22.0,1005.55,1.0,34.6,No,No
1.0,3.7,26.0,69.0,1022.8499999999999,4.0,11.6,No,No
6.6,10.9,37.0,26.0,1015.3499999999999,,32.6,No,No
4.2,,26.0,,1012.6,,,Yes,No
,,28.0,37.0,1020.75,,15.0,Yes,No
5.0,,57.0,41.0,1014.8499999999999,6.0,31.2,No,No
,,30.0,36.0,1019.1,,19.5,No,No
,,41.0,67.0,,,6.4,No,No
11.6,,26.0,25.0,1009.2,5.0,29.1,No,No
,,41.0,27.0,1015.8499999999999,6.0,29.3,No,No
4.6,11.4,33.0,48.0,1015.8,4.0,27.8,No,No
8.6,11.0,43.0,25.0,1020.65,1.0,30.5,No,No
5.0,,,,1021.15,,,No,No
,13.0,50.0,12.0,1007.9000000000001,1.0,34.8,No,No
3.6,8.5,33.0,44.0,1013.3,7.0,23.1,No,No
8.0,8.0,44.0,47.0,1024.9,,23.6,No,No
,,87.0,40.0,1008.05,,15.6,No,No
6.4,11.7,37.0,42.0,1019.75,1.0,25.9,No,No
4.0,9.9,19.0,42.0,1025.1,1.0,21.4,No,No
15.6,12.4,46.0,14.0,1017.0999999999999,1.0,29.4,No,No
5.0,10.1,22.0,51.0,1017.95,1.0,29.6,No,No
8.8,12.0,41.0,19.0,1010.25,3.0,32.7,No,No
,,19.0,65.0,1022.1500000000001,8.0,19.7,No,No
5.0,9.6,19.0,46.0,1025.6,2.0,20.3,No,No
,,61.0,54.0,1013.6,,10.2,Yes,No
,,28.0,30.0,1020.8,,24.3,No,No
20.6,8.9,43.0,52.0,1018.4,7.0,29.6,No,No
6.4,9.9,17.0,37.0,1020.1500000000001,4.0,21.6,No,No
,,50.0,16.0,1016.7,,29.9,No,No
,,26.0,34.0,1022.85,,21.5,No,No
,,24.0,71.0,1014.65,5.0,24.2,No,No
3.0,12.9,35.0,37.0,1009.2,1.0,28.5,No,No
9.6,12.0,35.0,64.0,1015.3,2.0,20.9,No,No
,,43.0,27.0,1013.45,,29.3,No,No
7.2,11.2,41.0,33.0,1019.2,1.0,26.2,No,No
,,44.0,32.0,1011.7,,21.9,No,No
,,43.0,56.0,1013.7,,18.7,No,No
2.2,9.6,26.0,39.0,1023.95,2.0,14.3,No,No
3.4,8.9,17.0,33.0,1017.0,5.0,24.0,No,No
2.0,6.4,24.0,50.0,1019.8,2.0,11.1,Yes,No
1.6,9.5,33.0,59.0,1023.3,1.0,19.7,No,No
8.6,12.7,35.0,55.0,1016.3499999999999,3.0,23.6,No,No
,,39.0,49.0,1026.2,8.0,15.3,No,No
,,31.0,31.0,1015.6,2.0,31.5,No,No
9.0,10.6,41.0,46.0,1016.9,1.0,27.0,No,No
,,44.0,43.0,1017.95,,24.0,No,No
2.4,4.2,,71.0,1019.8499999999999,6.0,15.6,Yes,No
6.6,10.6,43.0,54.0,1019.9000000000001,1.0,25.6,No,No
,,56.0,75.0,1012.0999999999999,,11.2,Yes,No
5.4,,30.0,31.0,1027.1,1.0,21.6,No,No
,,,,,,,No,No
5.8,6.8,28.0,66.0,1005.45,5.0,30.8,Yes,No
,,41.0,67.0,1023.75,,23.4,No,No
,,44.0,58.0,1010.15,,15.7,Yes,No
1.4,0.4,48.0,88.0,1008.0,8.0,22.8,No,No
11.2,11.3,52.0,21.0,1015.4,2.0,30.9,No,No
,,33.0,62.0,,,23.6,No,No
7.0,11.7,26.0,51.0,1017.5,4.0,25.4,Yes,No
,,24.0,27.0,1022.05,,22.4,No,No
4.6,9.3,61.0,25.0,1014.5999999999999,1.0,20.3,No,No
,,30.0,65.0,1021.6500000000001,,20.4,No,No
1.4,4.7,20.0,63.0,1034.65,1.0,14.2,No,No
15.0,,35.0,21.0,1009.4000000000001,,32.5,No,No
4.8,11.2,30.0,39.0,1021.0999999999999,3.0,18.3,No,No
4.8,0.0,,62.0,1014.0,7.0,14.4,Yes,No
,,37.0,54.0,1022.55,,17.1,No,No
,,48.0,41.0,1013.1,,21.1,No,No
7.8,7.1,37.0,25.0,1012.75,2.0,28.9,No,No
4.2,,35.0,49.0,1023.6,7.0,18.3,No,No
3.2,10.5,46.0,35.0,1020.25,1.0,15.8,No,No
7.2,7.7,31.0,31.0,1009.5,7.0,34.0,No,No
,,,,,,,No,No
,,30.0,73.0,1019.05,,18.1,No,No
2.0,10.3,30.0,30.0,1026.85,0.0,17.7,No,No
13.4,12.7,41.0,17.0,1021.5999999999999,0.0,30.6,No,No
8.0,,43.0,14.0,1014.55,0.0,36.0,No,No
,,39.0,54.0,1018.3,,16.3,No,No
6.0,11.3,37.0,25.0,1016.3,6.0,30.7,No,No
6.0,10.8,43.0,38.0,1011.75,6.0,31.9,No,No
0.9,,35.0,54.0,1026.6,,14.4,No,No
10.6,10.7,61.0,39.0,996.1,,17.4,Yes,No
,,24.0,50.0,1023.8000000000001,,23.1,No,No
